site,name,dateTimeUTC,humidity (%),precipitation (mm),pressure (kPa),radiation (W/m2),temperature (oC),winddirection,windspeed (m/s)
TA00216,Makerere Synoptic,2019-03-18 02:00:00,83,0,87.64,0,20.34,N,0.2
TA00216,Makerere Synoptic,2019-03-18 03:00:00,88,0,87.71,0.18,20.21,NE,0.21
TA00216,Makerere Synoptic,2019-03-18 04:00:00,85,0,87.77,41.72,20.62,S,0.27
TA00216,Makerere Synoptic,2019-03-18 05:00:00,77,0,87.83,309.63,23.49,NE,0.81
TA00216,Makerere Synoptic,2019-03-18 06:00:00,75,0,87.88,443.55,24.93,N,0.98
TA00216,Makerere Synoptic,2019-03-18 07:00:00,72,0,87.89,725.65,26.39,NE,0.9
TA00216,Makerere Synoptic,2019-03-18 08:00:00,61,0,87.86,817.42,28.11,W,0.87
TA00216,Makerere Synoptic,2019-03-18 09:00:00,58,0,87.8,501.58,28.08,SW,0.9
TA00216,Makerere Synoptic,2019-03-18 10:00:00,51,0,87.71,988.4,29.2,S,1.28
TA00216,Makerere Synoptic,2019-03-18 11:00:00,54,0,87.57,911.88,29.34,S,1.38
TA00216,Makerere Synoptic,2019-03-18 12:00:00,55,0,87.53,823.3,29.51,S,1.22
TA00216,Makerere Synoptic,2019-03-18 13:00:00,55,0,87.57,223.77,26.97,E,0.79
TA00216,Makerere Synoptic,2019-03-18 14:00:00,59,0,87.55,175.67,26.83,SW,0.67
TA00216,Makerere Synoptic,2019-03-18 15:00:00,61,0,87.54,75.77,26.62,S,0.62
TA00216,Makerere Synoptic,2019-03-18 16:00:00,61,0,87.54,0.9,25.47,SW,0.64
TA00216,Makerere Synoptic,2019-03-18 17:00:00,69,0,87.6,0,24.42,W,0.54
TA00216,Makerere Synoptic,2019-03-18 18:00:00,72,0,87.59,0,24.06,NW,0.48
TA00216,Makerere Synoptic,2019-03-18 19:00:00,72,0,87.64,0,23.76,NW,0.39
TA00216,Makerere Synoptic,2019-03-18 20:00:00,78,0,87.66,0,22.8,NE,0.47
TA00216,Makerere Synoptic,2019-03-18 21:00:00,80,0,87.63,0,22.39,E,0.47
TA00216,Makerere Synoptic,2019-03-18 22:00:00,84,0,87.63,0,21.75,NE,0.25
TA00216,Makerere Synoptic,2019-03-18 23:00:00,86,0,87.59,0,21.46,E,0.22
TA00216,Makerere Synoptic,2019-03-19 00:00:00,86,0,87.57,0,21.6,E,0.3
TA00216,Makerere Synoptic,2019-03-19 01:00:00,88,0,87.57,0,21.42,NE,0.29
TA00216,Makerere Synoptic,2019-03-19 02:00:00,90,0,87.59,0,20.81,NE,0.22
TA00216,Makerere Synoptic,2019-03-19 03:00:00,92,0,87.62,0.17,20.22,E,0.13
TA00216,Makerere Synoptic,2019-03-19 04:00:00,92,0,87.67,29.33,20.44,E,0.2
TA00216,Makerere Synoptic,2019-03-19 05:00:00,85,0,87.75,223.8,23.28,N,0.49
TA00216,Makerere Synoptic,2019-03-19 06:00:00,71,0,87.78,472.83,26.14,S,0.71
TA00216,Makerere Synoptic,2019-03-19 07:00:00,59,0,87.77,707.93,28.08,SE,0.76
TA00216,Makerere Synoptic,2019-03-19 08:00:00,52,0,87.72,899.02,29.42,SE,0.98
TA00216,Makerere Synoptic,2019-03-19 09:00:00,46,0,87.64,779.08,29.7,NE,0.91
TA00216,Makerere Synoptic,2019-03-19 10:00:00,47,0,87.54,271.25,29.25,SE,0.69
TA00216,Makerere Synoptic,2019-03-19 11:00:00,49,0,87.43,785.57,29.87,S,1.07
TA00216,Makerere Synoptic,2019-03-19 12:00:00,51,0,87.36,701,30,S,1.21
TA00216,Makerere Synoptic,2019-03-19 13:00:00,51,0,87.31,514.28,29.8,S,1.06
TA00216,Makerere Synoptic,2019-03-19 14:00:00,48,0,87.3,225.37,29.21,S,0.77
TA00216,Makerere Synoptic,2019-03-19 15:00:00,55,0,87.32,30.83,27.37,S,0.61
TA00216,Makerere Synoptic,2019-03-19 16:00:00,62,0,87.36,0.48,25.96,W,0.5
TA00216,Makerere Synoptic,2019-03-19 17:00:00,74,0,87.39,0,25.08,W,0.47
TA00216,Makerere Synoptic,2019-03-19 18:00:00,78,0,87.44,0,24.55,W,0.43
TA00216,Makerere Synoptic,2019-03-19 19:00:00,81,0,87.45,0,23.9,NW,0.39
TA00216,Makerere Synoptic,2019-03-19 20:00:00,86,0,87.49,0,23.55,W,0.34
TA00216,Makerere Synoptic,2019-03-19 21:00:00,88,0,87.48,0,22.96,N,0.41
TA00216,Makerere Synoptic,2019-03-19 22:00:00,93,0,87.46,0,22.68,NE,0.31
TA00216,Makerere Synoptic,2019-03-19 23:00:00,94,0,87.43,0,22.44,E,0.79
TA00216,Makerere Synoptic,2019-03-20 00:00:00,95,0.02,87.39,0,21.7,E,0.6
TA00216,Makerere Synoptic,2019-03-20 01:00:00,96,0.02,87.41,0,21.67,S,0.35
TA00216,Makerere Synoptic,2019-03-20 02:00:00,96,0.02,87.46,0,21.88,NW,0.26
TA00216,Makerere Synoptic,2019-03-20 03:00:00,95,0.02,87.52,0.08,22.2,NE,0.6
TA00216,Makerere Synoptic,2019-03-20 04:00:00,89,0,87.59,11.38,22.46,NE,0.68
TA00216,Makerere Synoptic,2019-03-20 05:00:00,83,0,87.66,197.12,23.13,NE,0.82
TA00216,Makerere Synoptic,2019-03-20 06:00:00,74,0,87.71,464.73,26,NE,0.68
TA00216,Makerere Synoptic,2019-03-20 07:00:00,57,0,87.7,694.9,28.71,S,0.87
TA00216,Makerere Synoptic,2019-03-20 08:00:00,47,0,87.65,857.75,30.11,SE,1.09
TA00216,Makerere Synoptic,2019-03-20 09:00:00,46,0,87.57,859.63,30.27,SE,1.08
TA00216,Makerere Synoptic,2019-03-20 10:00:00,47,0,87.47,865.55,30.4,S,1.14
TA00216,Makerere Synoptic,2019-03-20 11:00:00,48,0,87.38,872.63,30.52,S,1.4
TA00216,Makerere Synoptic,2019-03-20 12:00:00,50,0,87.3,735.23,30.39,S,1.2
TA00216,Makerere Synoptic,2019-03-20 13:00:00,47,0,87.27,517.85,30.29,S,1.14
TA00216,Makerere Synoptic,2019-03-20 14:00:00,46,0,87.25,294.27,29.83,S,0.94
TA00216,Makerere Synoptic,2019-03-20 15:00:00,53,0,87.26,63.73,28.27,S,0.68
TA00216,Makerere Synoptic,2019-03-20 16:00:00,66,0,87.28,0.37,26.27,SW,0.6
TA00216,Makerere Synoptic,2019-03-20 17:00:00,73,0,87.34,0,25.21,SW,0.53
TA00216,Makerere Synoptic,2019-03-20 18:00:00,73,0,87.37,0,24.66,SW,0.51
TA00216,Makerere Synoptic,2019-03-20 19:00:00,76,0,87.42,0,23.92,N,0.55
TA00216,Makerere Synoptic,2019-03-20 20:00:00,84,0,87.46,0,22.9,SE,0.65
TA00216,Makerere Synoptic,2019-03-20 21:00:00,84,0,87.48,0,22.51,E,1.09
TA00216,Makerere Synoptic,2019-03-20 22:00:00,79,0,87.46,0,22.12,E,0.42
TA00216,Makerere Synoptic,2019-03-20 23:00:00,77,0,87.45,0,22.06,E,0.31
TA00216,Makerere Synoptic,2019-03-21 00:00:00,83,0,87.45,0,21.46,W,0.17
TA00216,Makerere Synoptic,2019-03-21 01:00:00,80,0,87.43,0,21.59,NE,0.58
TA00216,Makerere Synoptic,2019-03-21 02:00:00,78,0,87.46,0,21.7,NE,0.41
TA00216,Makerere Synoptic,2019-03-21 03:00:00,82,0,87.52,0.37,21.14,N,0.49
TA00216,Makerere Synoptic,2019-03-21 04:00:00,77,0,87.59,30.62,22.2,NW,0.81
TA00216,Makerere Synoptic,2019-03-21 05:00:00,78,0,87.71,234.52,23.52,S,0.75
TA00216,Makerere Synoptic,2019-03-21 06:00:00,62,0,87.76,460.58,26.46,S,0.56
TA00216,Makerere Synoptic,2019-03-21 07:00:00,56,0,87.77,681.75,27.95,NE,0.82
TA00216,Makerere Synoptic,2019-03-21 08:00:00,50,0,87.72,861.7,28.95,E,1.3
TA00216,Makerere Synoptic,2019-03-21 09:00:00,46,0,87.65,689.12,29.35,E,1.1
TA00216,Makerere Synoptic,2019-03-21 10:00:00,48,0,87.57,637.02,29.55,W,1.05
TA00216,Makerere Synoptic,2019-03-21 11:00:00,60,0,87.49,348.15,27.71,S,0.93
TA00216,Makerere Synoptic,2019-03-21 12:00:00,56,0,87.39,482.8,28.7,S,1.01
TA00216,Makerere Synoptic,2019-03-21 13:00:00,53,0,87.3,461.15,28.51,S,1.15
TA00216,Makerere Synoptic,2019-03-21 14:00:00,62,0,87.31,176.52,27.48,S,0.95
TA00216,Makerere Synoptic,2019-03-21 15:00:00,66,0,87.41,30.4,26.11,E,0.65
TA00216,Makerere Synoptic,2019-03-21 16:00:00,74,0,87.44,0.23,25.05,SW,0.62
TA00216,Makerere Synoptic,2019-03-21 17:00:00,78,0,87.47,0,24.49,S,0.64
TA00216,Makerere Synoptic,2019-03-21 18:00:00,79,0,87.51,0,24.43,S,0.71
TA00216,Makerere Synoptic,2019-03-21 19:00:00,80,0,87.54,0,23.99,SW,0.63
TA00216,Makerere Synoptic,2019-03-21 20:00:00,81,0,87.59,0,23.29,S,0.41
TA00216,Makerere Synoptic,2019-03-21 21:00:00,81,0,87.59,0,22.91,SE,0.41
TA00216,Makerere Synoptic,2019-03-21 22:00:00,83,0,87.57,0,22.06,SW,0.19
TA00216,Makerere Synoptic,2019-03-21 23:00:00,84,0,87.53,0,21.47,N,0.28
TA00216,Makerere Synoptic,2019-03-22 00:00:00,88,0,87.52,0,21.04,NW,0.22
TA00216,Makerere Synoptic,2019-03-22 01:00:00,89,0,87.53,0,21.21,W,0.25
TA00216,Makerere Synoptic,2019-03-22 02:00:00,90,0,87.55,0,21.29,N,0.32
TA00216,Makerere Synoptic,2019-03-22 03:00:00,91,0,87.6,0.42,21.33,NE,0.26
TA00216,Makerere Synoptic,2019-03-22 04:00:00,92,0,87.66,32.85,21.9,N,0.45
TA00216,Makerere Synoptic,2019-03-22 05:00:00,90,0,87.72,126.93,22.68,NE,0.57
TA00216,Makerere Synoptic,2019-03-22 06:00:00,74,0,87.75,457.12,26.57,S,1.02
TA00216,Makerere Synoptic,2019-03-22 07:00:00,67,0,87.78,543.5,27.47,SE,1.14
TA00216,Makerere Synoptic,2019-03-22 08:00:00,57,0,87.75,901.08,28.99,S,1.25
TA00216,Makerere Synoptic,2019-03-22 09:00:00,54,0,87.69,905.92,29.13,S,1.41
TA00216,Makerere Synoptic,2019-03-22 10:00:00,53,0,87.61,986.52,29.24,S,1.34
TA00216,Makerere Synoptic,2019-03-22 11:00:00,51,0,87.49,907.9,29.77,S,1.16
TA00216,Makerere Synoptic,2019-03-22 12:00:00,51,0,87.4,742.9,29.95,S,1.04
TA00216,Makerere Synoptic,2019-03-22 13:00:00,51,0,87.35,537.92,29.83,S,1.1
TA00216,Makerere Synoptic,2019-03-22 14:00:00,51,0,87.3,298.98,29.03,S,0.9
TA00216,Makerere Synoptic,2019-03-22 15:00:00,55,0,87.29,44.02,27.57,S,0.66
TA00216,Makerere Synoptic,2019-03-22 16:00:00,63,0,87.33,0.25,25.59,SW,0.5
TA00216,Makerere Synoptic,2019-03-22 17:00:00,70,0,87.36,0,24.58,SW,0.44
TA00216,Makerere Synoptic,2019-03-22 18:00:00,76,0,87.4,0,23.96,SE,0.48
TA00216,Makerere Synoptic,2019-03-22 19:00:00,80,0,87.43,0,23.39,NW,0.44
TA00216,Makerere Synoptic,2019-03-22 20:00:00,79,0,87.45,0,22.97,NW,0.48
TA00216,Makerere Synoptic,2019-03-22 21:00:00,78,0,87.44,0,22.49,N,0.26
TA00216,Makerere Synoptic,2019-03-22 22:00:00,82,0,87.42,0,22.07,E,0.31
TA00216,Makerere Synoptic,2019-03-22 23:00:00,83,0,87.42,0,21.58,N,0.26
TA00216,Makerere Synoptic,2019-03-23 00:00:00,88,0,87.43,0,21.09,E,0.44
TA00216,Makerere Synoptic,2019-03-23 01:00:00,92,0,87.41,0,20.28,E,0.24
TA00216,Makerere Synoptic,2019-03-23 02:00:00,94,0,87.44,0,19.99,NE,0.22
TA00216,Makerere Synoptic,2019-03-23 03:00:00,94,0,87.48,0.22,20.34,SE,0.38
TA00216,Makerere Synoptic,2019-03-23 04:00:00,92,0,87.53,35.67,21.39,N,0.64
TA00216,Makerere Synoptic,2019-03-23 05:00:00,85,0,87.6,182.32,23.07,NE,0.68
TA00216,Makerere Synoptic,2019-03-23 06:00:00,74,0,87.64,429.78,25.21,NE,0.7
TA00216,Makerere Synoptic,2019-03-23 07:00:00,60,0,87.66,566.97,28.05,S,0.54
TA00216,Makerere Synoptic,2019-03-23 08:00:00,52,0,87.61,860.4,29.79,S,0.92
TA00216,Makerere Synoptic,2019-03-23 09:00:00,44,0,87.53,948.17,30.74,SE,0.98
TA00216,Makerere Synoptic,2019-03-23 10:00:00,41,0,87.45,941.07,31.2,S,1.15
TA00216,Makerere Synoptic,2019-03-23 11:00:00,44,0,87.37,837.7,31.14,S,1.09
TA00216,Makerere Synoptic,2019-03-23 12:00:00,46,0,87.3,700.72,30.91,S,1.01
TA00216,Makerere Synoptic,2019-03-23 13:00:00,48,0,87.26,352.3,29.6,S,1.11
TA00216,Makerere Synoptic,2019-03-23 14:00:00,55,0,87.22,192.93,28.5,S,0.94
TA00216,Makerere Synoptic,2019-03-23 15:00:00,64,0,87.29,47,27.16,SE,0.72
TA00216,Makerere Synoptic,2019-03-23 16:00:00,57,0,87.34,0.15,25.32,S,0.61
TA00216,Makerere Synoptic,2019-03-23 17:00:00,57,0,87.31,0,24.49,NW,0.47
TA00216,Makerere Synoptic,2019-03-23 18:00:00,63,0,87.35,0,24.25,NW,0.36
TA00216,Makerere Synoptic,2019-03-23 19:00:00,75,0,87.4,0,24.05,NW,0.44
TA00216,Makerere Synoptic,2019-03-23 20:00:00,81,0,87.41,0,23.18,SW,0.38
TA00216,Makerere Synoptic,2019-03-23 21:00:00,86,0,87.42,0,22.5,NE,0.3
TA00216,Makerere Synoptic,2019-03-23 22:00:00,88,0,87.39,0,22.09,E,0.26
TA00216,Makerere Synoptic,2019-03-23 23:00:00,89,0,87.38,0,21.74,NE,0.28
TA00216,Makerere Synoptic,2019-03-24 00:00:00,88,0,87.37,0,21.86,N,0.54
TA00216,Makerere Synoptic,2019-03-24 01:00:00,93,0,87.38,0,21.16,N,0.31
TA00216,Makerere Synoptic,2019-03-24 02:00:00,95,0.03,87.39,0,20.87,NE,0.3
TA00216,Makerere Synoptic,2019-03-24 03:00:00,95,0.03,87.45,0.1,21.45,NE,0.94
TA00216,Makerere Synoptic,2019-03-24 04:00:00,96,0.02,87.52,42.4,20.92,E,0.24
TA00216,Makerere Synoptic,2019-03-24 05:00:00,88,0,87.56,210.85,23.17,S,0.37
TA00216,Makerere Synoptic,2019-03-24 06:00:00,76,0,87.6,428.15,26.12,S,0.94
TA00216,Makerere Synoptic,2019-03-24 07:00:00,69,0,87.61,588.9,27.5,S,1.2
TA00216,Makerere Synoptic,2019-03-24 08:00:00,62,0,87.59,804.43,28.67,S,1.18
TA00216,Makerere Synoptic,2019-03-24 09:00:00,52,0,87.53,904.37,29.66,S,1.32
TA00216,Makerere Synoptic,2019-03-24 10:00:00,53,0,87.41,784.07,29.73,S,1.11
TA00216,Makerere Synoptic,2019-03-24 11:00:00,56,0,87.32,690.85,29.74,S,1.26
TA00216,Makerere Synoptic,2019-03-24 12:00:00,57,0,87.29,493.33,29.02,SE,1.04
TA00216,Makerere Synoptic,2019-03-24 13:00:00,59,0,87.27,341.88,28.23,S,1.08
TA00216,Makerere Synoptic,2019-03-24 14:00:00,62,0,87.25,201.73,27.52,S,0.93
TA00216,Makerere Synoptic,2019-03-24 15:00:00,65,0,87.29,45.6,26.37,SW,0.78
TA00216,Makerere Synoptic,2019-03-24 16:00:00,70,0,87.32,0.08,25.17,S,0.6
TA00216,Makerere Synoptic,2019-03-24 17:00:00,76,0,87.35,0,24.37,W,0.46
TA00216,Makerere Synoptic,2019-03-24 18:00:00,78,0,87.38,0,23.83,SW,0.37
TA00216,Makerere Synoptic,2019-03-24 19:00:00,80,0,87.41,0,23.24,SW,0.25
TA00216,Makerere Synoptic,2019-03-24 20:00:00,83,0,87.42,0,22.84,NW,0.27
TA00216,Makerere Synoptic,2019-03-24 21:00:00,84,0,87.43,0,22.52,NW,0.28
TA00216,Makerere Synoptic,2019-03-24 22:00:00,83,0,87.42,0,22.49,NW,0.39
TA00216,Makerere Synoptic,2019-03-24 23:00:00,89,0,87.46,0,21.32,N,0.31
TA00216,Makerere Synoptic,2019-03-25 00:00:00,92,0,87.44,0,20.81,S,0.29
TA00216,Makerere Synoptic,2019-03-25 01:00:00,93,0,87.43,0,20.86,N,0.29
TA00216,Makerere Synoptic,2019-03-25 02:00:00,93,0.02,87.46,0,20.86,N,0.41
TA00216,Makerere Synoptic,2019-03-25 03:00:00,92,0.02,87.56,0.05,21.09,NE,0.91
TA00216,Makerere Synoptic,2019-03-25 04:00:00,90,0,87.66,44.33,21.22,E,0.99
TA00216,Makerere Synoptic,2019-03-25 05:00:00,83,0,87.72,149.18,22.65,NE,1.05
TA00216,Makerere Synoptic,2019-03-25 06:00:00,79,0,87.77,356.17,24.14,E,1.24
TA00216,Makerere Synoptic,2019-03-25 07:00:00,70,0,87.77,540.67,26.14,E,1.13
TA00216,Makerere Synoptic,2019-03-25 08:00:00,56,0,87.75,810.27,28.52,E,0.95
TA00216,Makerere Synoptic,2019-03-25 09:00:00,57,0,87.69,355.07,27.8,NE,1.04
TA00216,Makerere Synoptic,2019-03-25 10:00:00,71,0.39,87.62,629.38,25.63,NE,0.96
TA00216,Makerere Synoptic,2019-03-25 11:00:00,61,0,87.51,643.22,27.66,W,0.99
TA00216,Makerere Synoptic,2019-03-25 12:00:00,56,0,87.44,591.03,28.44,W,0.94
TA00216,Makerere Synoptic,2019-03-25 13:00:00,48,0,87.38,426.28,28.63,W,0.85
TA00216,Makerere Synoptic,2019-03-25 14:00:00,47,0,87.37,268,28.27,S,0.85
TA00216,Makerere Synoptic,2019-03-25 15:00:00,51,0,87.43,65.57,26.65,S,0.81
TA00216,Makerere Synoptic,2019-03-25 16:00:00,65,0,87.45,0.2,24.87,S,0.58
TA00216,Makerere Synoptic,2019-03-25 17:00:00,69,0,87.45,0,24.48,SW,0.56
TA00216,Makerere Synoptic,2019-03-25 18:00:00,75,0,87.49,0,23.87,NW,0.36
TA00216,Makerere Synoptic,2019-03-25 19:00:00,78,0,87.57,0,23.62,S,0.39
TA00216,Makerere Synoptic,2019-03-25 20:00:00,81,0,87.62,0,23.48,W,0.38
TA00216,Makerere Synoptic,2019-03-25 21:00:00,83,0,87.62,0,23.36,NW,0.28
TA00216,Makerere Synoptic,2019-03-25 22:00:00,85,0,87.61,0,22.58,E,1.01
TA00216,Makerere Synoptic,2019-03-25 23:00:00,85,0,87.63,0,22.08,E,0.55
TA00216,Makerere Synoptic,2019-03-26 00:00:00,85,0,87.61,0,22.06,SE,0.44
TA00216,Makerere Synoptic,2019-03-26 01:00:00,80,0,87.6,0,21.99,S,0.42
TA00216,Makerere Synoptic,2019-03-26 02:00:00,79,0,87.66,0,21.68,SE,0.47
TA00216,Makerere Synoptic,2019-03-26 03:00:00,78,0,87.73,0.37,21.71,E,0.98
TA00216,Makerere Synoptic,2019-03-26 04:00:00,78,0,87.8,33.5,21.58,E,1.3
TA00216,Makerere Synoptic,2019-03-26 05:00:00,79,0,87.9,199.18,21.88,E,1.25
TA00216,Makerere Synoptic,2019-03-26 06:00:00,74,0,87.99,221.23,22.74,E,0.89
TA00216,Makerere Synoptic,2019-03-26 07:00:00,70,0,88.04,390.5,24.07,E,0.99
TA00216,Makerere Synoptic,2019-03-26 08:00:00,61,0,87.97,715.32,26.43,NE,1.12
TA00216,Makerere Synoptic,2019-03-26 09:00:00,54,0,87.9,789.73,27.57,N,1
TA00216,Makerere Synoptic,2019-03-26 10:00:00,51,0,87.79,726.48,28.39,N,1.09
TA00216,Makerere Synoptic,2019-03-26 11:00:00,53,0,87.68,586.32,27.97,N,1.07
TA00216,Makerere Synoptic,2019-03-26 12:00:00,53,0,87.6,584.12,27.9,SW,0.99
TA00216,Makerere Synoptic,2019-03-26 13:00:00,51,0,87.61,250.3,27.43,SE,0.79
TA00216,Makerere Synoptic,2019-03-26 14:00:00,59,0,87.68,30.73,25.56,S,0.84
TA00216,Makerere Synoptic,2019-03-26 15:00:00,65,0,87.66,26.98,24.5,S,0.95
TA00216,Makerere Synoptic,2019-03-26 16:00:00,69,0,87.62,0.15,24.05,S,0.7
TA00216,Makerere Synoptic,2019-03-26 17:00:00,71,0,87.68,0,23.81,NW,0.59
TA00216,Makerere Synoptic,2019-03-26 18:00:00,74,0,87.75,0,23.11,S,0.4
TA00216,Makerere Synoptic,2019-03-26 19:00:00,78,0,87.83,0,22.48,NW,0.22
TA00216,Makerere Synoptic,2019-03-26 20:00:00,80,0,87.86,0,22.3,NW,0.24
TA00216,Makerere Synoptic,2019-03-26 21:00:00,81,0,87.89,0,21.73,E,0.77
TA00216,Makerere Synoptic,2019-03-26 22:00:00,82,0,87.83,0,21.1,NE,0.48
TA00216,Makerere Synoptic,2019-03-26 23:00:00,85,0,87.81,0,20.63,NE,0.44
TA00216,Makerere Synoptic,2019-03-27 00:00:00,87,0,87.8,0,19.97,E,0.35
TA00216,Makerere Synoptic,2019-03-27 01:00:00,87,0,87.81,0,19.87,SE,0.28
TA00216,Makerere Synoptic,2019-03-27 02:00:00,90,0,87.84,0,19.5,NE,0.19
TA00216,Makerere Synoptic,2019-03-27 03:00:00,89,0,87.9,0.2,20.07,E,0.32
TA00216,Makerere Synoptic,2019-03-27 04:00:00,90,0,87.96,45,20.32,E,0.19
TA00216,Makerere Synoptic,2019-03-27 05:00:00,80,0,88,191.52,22.57,W,0.25
TA00216,Makerere Synoptic,2019-03-27 06:00:00,63,0,88.04,413.85,25.21,W,0.58
TA00216,Makerere Synoptic,2019-03-27 07:00:00,56,0,88.03,633.92,26.99,NE,0.91
TA00216,Makerere Synoptic,2019-03-27 08:00:00,53,0,88.01,268.45,27.09,E,0.7
TA00216,Makerere Synoptic,2019-03-27 09:00:00,58,0,87.95,185.72,25.77,E,1.19
TA00216,Makerere Synoptic,2019-03-27 10:00:00,83,7.45,87.94,18.73,20.73,NE,0.85
TA00216,Makerere Synoptic,2019-03-27 11:00:00,99,0.09,87.83,125.88,19,N,0.42
TA00216,Makerere Synoptic,2019-03-27 12:00:00,100,0,87.74,71.17,19.3,SE,0.4
TA00216,Makerere Synoptic,2019-03-27 13:00:00,97,0,87.61,188.27,19.81,S,0.58
TA00216,Makerere Synoptic,2019-03-27 14:00:00,84,0,87.66,168.6,23.25,S,0.79
TA00216,Makerere Synoptic,2019-03-27 15:00:00,80,0,87.77,16.88,23.29,SE,0.51
TA00216,Makerere Synoptic,2019-03-27 16:00:00,83,0,87.86,0,22.75,S,0.55
TA00216,Makerere Synoptic,2019-03-27 17:00:00,86,0,87.92,0,21.84,SE,0.62
TA00216,Makerere Synoptic,2019-03-27 18:00:00,88,0,87.94,0,20.96,E,0.91
TA00216,Makerere Synoptic,2019-03-27 19:00:00,90,0,87.99,0,20.42,E,0.85
TA00216,Makerere Synoptic,2019-03-27 20:00:00,96,1.79,88.09,0,19.77,NE,0.69
TA00216,Makerere Synoptic,2019-03-27 21:00:00,99,1.6,88.03,0,19.54,NE,0.58
TA00216,Makerere Synoptic,2019-03-27 22:00:00,100,0.32,87.91,0,19.48,N,0.64
TA00216,Makerere Synoptic,2019-03-27 23:00:00,100,0.29,87.96,0,19.19,NE,0.84
TA00216,Makerere Synoptic,2019-03-28 00:00:00,100,0.02,87.99,0,19.02,NE,0.5
TA00216,Makerere Synoptic,2019-03-28 01:00:00,100,0.09,87.99,0,18.99,NE,0.42
TA00216,Makerere Synoptic,2019-03-28 02:00:00,100,0,88.02,0,19.17,SE,0.44
TA00216,Makerere Synoptic,2019-03-28 03:00:00,100,0.02,88.05,0.38,19.16,SE,0.55
TA00216,Makerere Synoptic,2019-03-28 04:00:00,100,0.05,88.12,25.87,19.19,NE,0.43
TA00216,Makerere Synoptic,2019-03-28 05:00:00,100,0,88.16,142.43,19.95,E,0.59
TA00216,Makerere Synoptic,2019-03-28 06:00:00,91,0,88.18,355.03,21.58,NE,0.56
TA00216,Makerere Synoptic,2019-03-28 07:00:00,77,0,88.16,487.52,23.14,S,0.62
TA00216,Makerere Synoptic,2019-03-28 08:00:00,62,0,88.11,791.18,25.56,SE,0.8
TA00216,Makerere Synoptic,2019-03-28 09:00:00,55,0,88.03,993.52,27.73,NE,0.94
TA00216,Makerere Synoptic,2019-03-28 10:00:00,52,0,87.93,969.82,27.75,E,0.82
TA00216,Makerere Synoptic,2019-03-28 11:00:00,51,0,87.83,531.88,27.7,SE,0.84
TA00216,Makerere Synoptic,2019-03-28 12:00:00,53,0,87.71,330.9,27.58,SW,0.78
TA00216,Makerere Synoptic,2019-03-28 13:00:00,73,0.15,87.7,98.08,24.33,NE,0.53
TA00216,Makerere Synoptic,2019-03-28 14:00:00,75,0,87.71,29.52,23.61,N,0.88
TA00216,Makerere Synoptic,2019-03-28 15:00:00,84,0,87.8,17.07,21.41,E,1.48
TA00216,Makerere Synoptic,2019-03-28 16:00:00,83,0,87.85,0.02,21,NE,0.96
TA00216,Makerere Synoptic,2019-03-28 17:00:00,83,0.03,87.85,0,20.93,NE,1.12
TA00216,Makerere Synoptic,2019-03-28 18:00:00,87,0,87.9,0,20.85,E,0.76
TA00216,Makerere Synoptic,2019-03-28 19:00:00,84,0,87.98,0,21.12,E,0.98
TA00216,Makerere Synoptic,2019-03-28 20:00:00,85,0,87.94,0,20.87,E,1.03
TA00216,Makerere Synoptic,2019-03-28 21:00:00,87,0,87.9,0,20.48,E,0.68
TA00216,Makerere Synoptic,2019-03-28 22:00:00,91,0,87.85,0,19.82,NE,0.81
TA00216,Makerere Synoptic,2019-03-28 23:00:00,91,0,87.81,0,19.69,NE,0.65
TA00216,Makerere Synoptic,2019-03-29 00:00:00,90,0,87.78,0,19.63,NE,0.39
TA00216,Makerere Synoptic,2019-03-29 01:00:00,90,0,87.77,0,19.71,NE,0.72
TA00216,Makerere Synoptic,2019-03-29 02:00:00,92,0,87.83,0,19.64,S,0.3
TA00216,Makerere Synoptic,2019-03-29 03:00:00,94,0,87.85,1.33,19.58,SE,0.34
TA00216,Makerere Synoptic,2019-03-29 04:00:00,96,0,87.89,49.63,19.8,SE,0.27
TA00216,Makerere Synoptic,2019-03-29 05:00:00,93,0,87.97,229.6,21.2,N,0.5
TA00216,Makerere Synoptic,2019-03-29 06:00:00,86,0,87.99,364.6,23.06,NE,0.57
TA00216,Makerere Synoptic,2019-03-29 07:00:00,72,0,87.96,638.78,25.31,SE,0.73
TA00216,Makerere Synoptic,2019-03-29 08:00:00,61,0,87.89,942.87,27.52,E,0.76
TA00216,Makerere Synoptic,2019-03-29 09:00:00,55,0,87.81,960.32,28.67,E,1
TA00216,Makerere Synoptic,2019-03-29 10:00:00,51,0,87.71,857.35,29.04,NE,0.87
TA00216,Makerere Synoptic,2019-03-29 11:00:00,45,0,87.6,817.63,30.2,NE,0.84
TA00216,Makerere Synoptic,2019-03-29 12:00:00,56,0,87.54,390.47,28.58,S,1.01
TA00216,Makerere Synoptic,2019-03-29 13:00:00,60,0,87.52,352.92,27.91,S,0.98
TA00216,Makerere Synoptic,2019-03-29 14:00:00,62,0,87.52,180.93,27.46,S,0.81
TA00216,Makerere Synoptic,2019-03-29 15:00:00,67,0,87.54,57.92,26.32,S,0.66
TA00216,Makerere Synoptic,2019-03-29 16:00:00,72,0,87.57,0.25,24.84,W,0.41
TA00216,Makerere Synoptic,2019-03-29 17:00:00,81,0,87.61,0,23.57,NW,0.34
