site,name,dateTimeUTC,humidity (%),precipitation (mm),pressure (kPa),radiation (W/m2),temperature (oC),winddirection,windspeed (m/s)
TA00216,Makerere Synoptic,2019-02-01 00:00:00,83,0,87.59,0,19.92,S,0.52
TA00216,Makerere Synoptic,2019-02-01 01:00:00,90,0.02,87.6,0,19.76,W,0.56
TA00216,Makerere Synoptic,2019-02-01 02:00:00,93,0.03,87.63,0,19.14,S,0.54
TA00216,Makerere Synoptic,2019-02-01 03:00:00,92,0.02,87.68,0.08,19.08,SW,0.57
TA00216,Makerere Synoptic,2019-02-01 04:00:00,93,0.02,87.72,14.18,18.91,S,0.62
TA00216,Makerere Synoptic,2019-02-01 05:00:00,89,0,87.81,51.83,20.33,S,0.5
TA00216,Makerere Synoptic,2019-02-01 06:00:00,77,0,87.88,304.4,23.88,SE,0.51
TA00216,Makerere Synoptic,2019-02-01 07:00:00,61,0,87.9,493.1,29.17,SE,2.79
TA00216,Makerere Synoptic,2019-02-01 08:00:00,58,0,87.88,550.48,29.99,SE,3.46
TA00216,Makerere Synoptic,2019-02-01 09:00:00,61,0,87.79,440.25,29.55,SE,3.43
TA00216,Makerere Synoptic,2019-02-01 10:00:00,57,0,87.7,674.05,30.43,SE,3.58
TA00216,Makerere Synoptic,2019-02-01 11:00:00,52,0,87.6,684.43,30.85,SE,3.8
TA00216,Makerere Synoptic,2019-02-01 12:00:00,53,0,87.53,567.18,30.89,SE,3.8
TA00216,Makerere Synoptic,2019-02-01 13:00:00,51,0,87.48,393.18,30.67,SE,3.62
TA00216,Makerere Synoptic,2019-02-01 14:00:00,55,0,87.48,211.27,30.09,SE,3.27
TA00216,Makerere Synoptic,2019-02-01 15:00:00,63,0,87.48,49.18,27.73,SE,3.01
TA00216,Makerere Synoptic,2019-02-01 16:00:00,72,0,87.5,1.03,25.14,SE,2.68
TA00216,Makerere Synoptic,2019-02-01 17:00:00,75,0,87.52,0,23.94,SE,2.24
TA00216,Makerere Synoptic,2019-02-01 18:00:00,76,0,87.57,0,23.14,SE,2.19
TA00216,Makerere Synoptic,2019-02-01 19:00:00,82,0,87.58,0,22.18,SE,1.84
TA00216,Makerere Synoptic,2019-02-01 20:00:00,88,0,87.59,0,21.36,SE,1.05
TA00216,Makerere Synoptic,2019-02-01 21:00:00,91,0,87.63,0,20.66,SE,0.77
TA00216,Makerere Synoptic,2019-02-01 22:00:00,94,0,87.62,0,20.26,SE,0.92
TA00216,Makerere Synoptic,2019-02-01 23:00:00,94,0.02,87.56,0,20.03,SE,0.71
TA00216,Makerere Synoptic,2019-02-02 00:00:00,87,0.02,87.53,0,20.23,SE,0.64
TA00216,Makerere Synoptic,2019-02-02 01:00:00,84,0,87.54,0,20.93,SW,0.5
TA00216,Makerere Synoptic,2019-02-02 02:00:00,91,0,87.56,0,20.35,SE,0.57
TA00216,Makerere Synoptic,2019-02-02 03:00:00,89,0,87.62,0,19.46,S,0.57
TA00216,Makerere Synoptic,2019-02-02 04:00:00,84,0,87.68,16.92,19.82,SE,0.69
TA00216,Makerere Synoptic,2019-02-02 05:00:00,78,0,87.73,58.57,22.11,S,1.08
TA00216,Makerere Synoptic,2019-02-02 06:00:00,57,0,87.78,345.36,26.15,S,2.37
TA00216,Makerere Synoptic,2019-02-02 07:00:00,43,0,87.8,523.66,29.04,SE,4.21
TA00216,Makerere Synoptic,2019-02-02 08:00:00,36,0,87.78,664.98,30.93,SE,4.42
TA00216,Makerere Synoptic,2019-02-02 09:00:00,34,0,87.73,739.52,31.27,SE,4.47
TA00216,Makerere Synoptic,2019-02-02 10:00:00,37,0,87.62,743.5,31.72,SE,4.4
TA00216,Makerere Synoptic,2019-02-02 11:00:00,43,0,87.51,682.22,31.59,SE,4.35
TA00216,Makerere Synoptic,2019-02-02 12:00:00,43,0,87.42,565.53,31.53,SE,4.4
TA00216,Makerere Synoptic,2019-02-02 13:00:00,40,0,87.38,409.02,31.25,SE,4.33
TA00216,Makerere Synoptic,2019-02-02 14:00:00,41,0,87.38,206.79,30.22,SE,4.17
TA00216,Makerere Synoptic,2019-02-02 15:00:00,50,0,87.4,37.33,27.58,SE,3.75
TA00216,Makerere Synoptic,2019-02-02 16:00:00,60,0,87.44,0.67,25.24,SE,3.39
TA00216,Makerere Synoptic,2019-02-02 17:00:00,68,0,87.49,0,24.19,SE,3
TA00216,Makerere Synoptic,2019-02-02 18:00:00,78,0,87.53,0,23.25,SE,2.33
TA00216,Makerere Synoptic,2019-02-02 19:00:00,85,0,87.57,0,22.69,SE,1.4
TA00216,Makerere Synoptic,2019-02-02 20:00:00,89,0,87.55,0,21.93,SE,0.88
TA00216,Makerere Synoptic,2019-02-02 21:00:00,92,0,87.58,0,21.08,SE,0.88
TA00216,Makerere Synoptic,2019-02-02 22:00:00,91,0,87.62,0,21.22,S,0.71
TA00216,Makerere Synoptic,2019-02-02 23:00:00,93,0.02,87.56,0,20.38,SE,0.69
TA00216,Makerere Synoptic,2019-02-03 00:00:00,93,0.02,87.53,0,20.06,S,0.7
TA00216,Makerere Synoptic,2019-02-03 01:00:00,88,0.02,87.52,0,20.53,W,0.45
TA00216,Makerere Synoptic,2019-02-03 02:00:00,93,0.03,87.54,0,20.03,SW,0.43
TA00216,Makerere Synoptic,2019-02-03 03:00:00,86,0,87.6,0.07,19.84,S,0.52
TA00216,Makerere Synoptic,2019-02-03 04:00:00,92,0.02,87.63,17.4,18.82,SE,0.68
TA00216,Makerere Synoptic,2019-02-03 05:00:00,89,0.02,87.66,62.3,20.94,S,1.11
TA00216,Makerere Synoptic,2019-02-03 06:00:00,67,0,87.69,348.83,25.58,SE,1.42
TA00216,Makerere Synoptic,2019-02-03 07:00:00,52,0,87.69,527.37,29.66,SE,3.36
TA00216,Makerere Synoptic,2019-02-03 08:00:00,53,0,87.68,655.1,30.64,SE,3.97
TA00216,Makerere Synoptic,2019-02-03 09:00:00,52,0,87.61,745.27,31.32,SE,3.96
TA00216,Makerere Synoptic,2019-02-03 10:00:00,45,0,87.53,761.52,31.85,SE,3.79
TA00216,Makerere Synoptic,2019-02-03 11:00:00,39,0,87.44,682.87,32.03,SE,4.3
TA00216,Makerere Synoptic,2019-02-03 12:00:00,41,0,87.38,499.12,31.54,SE,4.19
TA00216,Makerere Synoptic,2019-02-03 13:00:00,42,0,87.33,385.9,31.06,SE,4
TA00216,Makerere Synoptic,2019-02-03 14:00:00,47,0,87.31,180.6,30.05,SE,3.94
TA00216,Makerere Synoptic,2019-02-03 15:00:00,58,0,87.33,41.78,27.91,SE,3.49
TA00216,Makerere Synoptic,2019-02-03 16:00:00,68,0,87.39,0.77,25.68,SE,3.06
TA00216,Makerere Synoptic,2019-02-03 17:00:00,75,0,87.44,0,24.36,SE,2.61
TA00216,Makerere Synoptic,2019-02-03 18:00:00,82,0,87.5,0,23.61,SE,2.05
TA00216,Makerere Synoptic,2019-02-03 19:00:00,86,0,87.52,0,22.86,SE,1.3
TA00216,Makerere Synoptic,2019-02-03 20:00:00,87,0,87.51,0,22.16,S,1.03
TA00216,Makerere Synoptic,2019-02-03 21:00:00,89,0,87.47,0,21.53,S,0.86
TA00216,Makerere Synoptic,2019-02-03 22:00:00,92,0,87.47,0,21.04,S,0.77
TA00216,Makerere Synoptic,2019-02-03 23:00:00,94,0.02,87.51,0,20.72,SE,0.84
TA00216,Makerere Synoptic,2019-02-04 00:00:00,95,0.03,87.48,0,20.43,S,0.56
TA00216,Makerere Synoptic,2019-02-04 01:00:00,97,0.03,87.48,0,20.15,SW,0.68
TA00216,Makerere Synoptic,2019-02-04 02:00:00,97,0.02,87.51,0,19.7,S,0.72
TA00216,Makerere Synoptic,2019-02-04 03:00:00,98,0.03,87.55,0.02,19.3,S,0.71
TA00216,Makerere Synoptic,2019-02-04 04:00:00,98,0.02,87.59,16.33,19.75,SW,0.46
TA00216,Makerere Synoptic,2019-02-04 05:00:00,96,0.02,87.6,63.82,21.59,W,0.73
TA00216,Makerere Synoptic,2019-02-04 06:00:00,82,0,87.66,339.3,25.86,SW,1.24
TA00216,Makerere Synoptic,2019-02-04 07:00:00,61,0,87.66,515.83,28.87,S,1.79
TA00216,Makerere Synoptic,2019-02-04 08:00:00,54,0,87.64,653.27,30.16,SE,4.22
TA00216,Makerere Synoptic,2019-02-04 09:00:00,51,0,87.56,720.85,30.69,SE,4.52
TA00216,Makerere Synoptic,2019-02-04 10:00:00,49,0,87.5,730.27,31.01,SE,4.25
TA00216,Makerere Synoptic,2019-02-04 11:00:00,46,0,87.42,692.07,31.12,SE,4.77
TA00216,Makerere Synoptic,2019-02-04 12:00:00,50,0,87.35,575.62,31.6,SE,4.63
TA00216,Makerere Synoptic,2019-02-04 13:00:00,55,0,87.28,402.7,30.83,SE,4.57
TA00216,Makerere Synoptic,2019-02-04 14:00:00,52,0,87.29,214.55,30.44,SE,3.99
TA00216,Makerere Synoptic,2019-02-04 15:00:00,59,0,87.3,48.52,28.01,SE,3.79
TA00216,Makerere Synoptic,2019-02-04 16:00:00,67,0,87.33,0.83,25.29,SE,3.24
TA00216,Makerere Synoptic,2019-02-04 17:00:00,73,0,87.37,0,24.03,SE,2.48
TA00216,Makerere Synoptic,2019-02-04 18:00:00,75,0,87.41,0,23.37,SE,1.83
TA00216,Makerere Synoptic,2019-02-04 19:00:00,77,0,87.44,0,22.97,SE,1.58
TA00216,Makerere Synoptic,2019-02-04 20:00:00,81,0,87.46,0,22.36,SE,1.38
TA00216,Makerere Synoptic,2019-02-04 21:00:00,84,0,87.52,0,21.75,SE,1.11
TA00216,Makerere Synoptic,2019-02-04 22:00:00,86,0,87.56,0,21.27,SE,1.12
TA00216,Makerere Synoptic,2019-02-04 23:00:00,89,0,87.52,0,20.86,SE,1.18
TA00216,Makerere Synoptic,2019-02-05 00:00:00,91,0,87.5,0,20.3,SE,0.99
TA00216,Makerere Synoptic,2019-02-05 01:00:00,92,0,87.47,0,20.5,SE,0.88
TA00216,Makerere Synoptic,2019-02-05 02:00:00,92,0,87.48,0,20.56,S,0.91
TA00216,Makerere Synoptic,2019-02-05 03:00:00,91,0,87.51,0,20.99,W,0.77
TA00216,Makerere Synoptic,2019-02-05 04:00:00,92,0,87.54,19.35,20.54,SE,0.75
TA00216,Makerere Synoptic,2019-02-05 05:00:00,89,0,87.61,73.87,21.97,S,0.94
TA00216,Makerere Synoptic,2019-02-05 06:00:00,82,0,87.69,171.25,24.36,S,0.82
TA00216,Makerere Synoptic,2019-02-05 07:00:00,70,0,87.72,435.38,27.7,S,1.67
TA00216,Makerere Synoptic,2019-02-05 08:00:00,60,0,87.73,476.53,29.93,SE,4.2
TA00216,Makerere Synoptic,2019-02-05 09:00:00,57,0,87.7,506.03,30.08,SE,4.73
TA00216,Makerere Synoptic,2019-02-05 10:00:00,61,0,87.62,408.53,29.25,SE,4.66
TA00216,Makerere Synoptic,2019-02-05 11:00:00,60,0,87.54,608.43,29.8,SE,4.66
TA00216,Makerere Synoptic,2019-02-05 12:00:00,62,0,87.46,269.63,28.66,SE,4.35
TA00216,Makerere Synoptic,2019-02-05 13:00:00,60,0,87.4,126.53,27.39,SE,4.04
TA00216,Makerere Synoptic,2019-02-05 14:00:00,62,0,87.36,67.67,26.74,SE,3.79
TA00216,Makerere Synoptic,2019-02-05 15:00:00,68,0,87.37,17.15,25.95,SE,3.63
TA00216,Makerere Synoptic,2019-02-05 16:00:00,70,0,87.4,0.25,25.12,SE,3.34
TA00216,Makerere Synoptic,2019-02-05 17:00:00,69,0,87.41,0,24.66,SE,3.21
TA00216,Makerere Synoptic,2019-02-05 18:00:00,74,0,87.48,0,24.19,SE,3.1
TA00216,Makerere Synoptic,2019-02-05 19:00:00,79,0,87.54,0,23.75,SE,2.52
TA00216,Makerere Synoptic,2019-02-05 20:00:00,84,0,87.56,0,23.18,SE,1.25
TA00216,Makerere Synoptic,2019-02-05 21:00:00,88,0,87.56,0,22.25,SE,0.73
TA00216,Makerere Synoptic,2019-02-05 22:00:00,92,0,87.52,0,21.32,SE,0.81
TA00216,Makerere Synoptic,2019-02-05 23:00:00,94,0,87.53,0,20.83,SE,0.93
TA00216,Makerere Synoptic,2019-02-06 00:00:00,95,0.02,87.52,0,20.68,SE,0.86
TA00216,Makerere Synoptic,2019-02-06 01:00:00,94,0.02,87.54,0,21.16,S,1.08
TA00216,Makerere Synoptic,2019-02-06 02:00:00,96,0.02,87.6,0,20.55,SE,0.88
TA00216,Makerere Synoptic,2019-02-06 03:00:00,96,0.02,87.63,0.13,20.21,S,0.73
TA00216,Makerere Synoptic,2019-02-06 04:00:00,97,0.02,87.65,28.97,20.3,S,0.65
TA00216,Makerere Synoptic,2019-02-06 05:00:00,91,0,87.72,101.73,22,SW,0.45
TA00216,Makerere Synoptic,2019-02-06 06:00:00,74,0,87.77,311.68,24.92,E,0.68
TA00216,Makerere Synoptic,2019-02-06 07:00:00,62,0,87.82,455.86,27.5,SE,1.59
TA00216,Makerere Synoptic,2019-02-06 08:00:00,54,0,87.79,553.45,29.07,SE,2.37
TA00216,Makerere Synoptic,2019-02-06 09:00:00,51,0,87.73,510.4,29.59,SE,2.73
TA00216,Makerere Synoptic,2019-02-06 10:00:00,53,0,87.65,492.1,30.56,SE,3.42
TA00216,Makerere Synoptic,2019-02-06 11:00:00,54,0,87.54,513.23,30.88,SE,3.63
TA00216,Makerere Synoptic,2019-02-06 12:00:00,58,0,87.45,497.07,30.66,SE,3.74
TA00216,Makerere Synoptic,2019-02-06 13:00:00,61,0,87.4,314.1,29.64,SE,3.6
TA00216,Makerere Synoptic,2019-02-06 14:00:00,62,0,87.37,210.93,28.75,SE,3.71
TA00216,Makerere Synoptic,2019-02-06 15:00:00,66,0,87.38,54.78,26.88,SE,3.44
TA00216,Makerere Synoptic,2019-02-06 16:00:00,74,0,87.42,1.2,24.99,SE,2.82
TA00216,Makerere Synoptic,2019-02-06 17:00:00,77,0,87.47,0,24.33,SE,2.38
TA00216,Makerere Synoptic,2019-02-06 18:00:00,81,0,87.54,0,23.83,SE,1.71
TA00216,Makerere Synoptic,2019-02-06 19:00:00,85,0,87.58,0,23,SE,1.21
TA00216,Makerere Synoptic,2019-02-06 20:00:00,86,0,87.59,0,22.5,S,0.82
TA00216,Makerere Synoptic,2019-02-06 21:00:00,87,0,87.57,0,22.14,S,0.7
TA00216,Makerere Synoptic,2019-02-06 22:00:00,90,0,87.57,0,21.48,SE,0.73
TA00216,Makerere Synoptic,2019-02-06 23:00:00,93,0,87.58,0,21.02,SE,0.79
TA00216,Makerere Synoptic,2019-02-07 00:00:00,94,0,87.57,0,20.56,SE,0.83
TA00216,Makerere Synoptic,2019-02-07 01:00:00,96,0,87.6,0,20.08,SE,0.82
TA00216,Makerere Synoptic,2019-02-07 02:00:00,95,0.02,87.6,0,20.26,S,0.51
TA00216,Makerere Synoptic,2019-02-07 03:00:00,95,0.02,87.63,0.02,20.63,NW,0.35
TA00216,Makerere Synoptic,2019-02-07 04:00:00,95,0.02,87.67,23.5,20.76,E,0.39
TA00216,Makerere Synoptic,2019-02-07 05:00:00,93,0.02,87.77,69.03,21.57,S,0.54
TA00216,Makerere Synoptic,2019-02-07 06:00:00,87,0,87.83,79.33,22.66,S,0.63
TA00216,Makerere Synoptic,2019-02-07 07:00:00,84,0,87.87,258.02,23.59,S,1.32
TA00216,Makerere Synoptic,2019-02-07 08:00:00,75,0,87.88,432.22,25.93,S,1.38
TA00216,Makerere Synoptic,2019-02-07 09:00:00,69,0,87.83,555.87,27.36,SE,2.7
TA00216,Makerere Synoptic,2019-02-07 10:00:00,64,0,87.76,565.92,28.43,SE,3.19
TA00216,Makerere Synoptic,2019-02-07 11:00:00,64,0,87.63,353.78,28.41,SE,3.5
TA00216,Makerere Synoptic,2019-02-07 12:00:00,65,0,87.53,340.93,27.47,SE,3.28
TA00216,Makerere Synoptic,2019-02-07 13:00:00,57,0,87.47,371.55,29.47,SE,3.62
TA00216,Makerere Synoptic,2019-02-07 14:00:00,51,0,87.44,203.3,30.42,SE,3.49
TA00216,Makerere Synoptic,2019-02-07 15:00:00,57,0,87.47,39.85,27.72,SE,3.32
TA00216,Makerere Synoptic,2019-02-07 16:00:00,68,0,87.51,0.58,24.43,SE,2.98
TA00216,Makerere Synoptic,2019-02-07 17:00:00,80,0,87.57,0,23.08,SE,2.33
TA00216,Makerere Synoptic,2019-02-07 18:00:00,80,0,87.61,0,22.27,SE,1.89
TA00216,Makerere Synoptic,2019-02-07 19:00:00,81,0,87.67,0,21.23,SE,1.78
TA00216,Makerere Synoptic,2019-02-07 20:00:00,83,0,87.66,0,21.03,SE,1.56
TA00216,Makerere Synoptic,2019-02-07 21:00:00,85,0,87.64,0,21.3,SE,1.49
TA00216,Makerere Synoptic,2019-02-07 22:00:00,88,0,87.6,0,20.92,SE,1.03
TA00216,Makerere Synoptic,2019-02-07 23:00:00,91,0,87.55,0,20.39,SE,0.65
TA00216,Makerere Synoptic,2019-02-08 00:00:00,93,0,87.53,0,20.12,S,0.66
TA00216,Makerere Synoptic,2019-02-08 01:00:00,94,0,87.53,0,20.7,S,0.83
TA00216,Makerere Synoptic,2019-02-08 02:00:00,95,0,87.54,0,20.51,S,0.68
TA00216,Makerere Synoptic,2019-02-08 03:00:00,97,0.02,87.61,0.02,20.07,S,0.69
TA00216,Makerere Synoptic,2019-02-08 04:00:00,97,0.02,87.64,25.72,20.1,S,0.65
TA00216,Makerere Synoptic,2019-02-08 05:00:00,94,0,87.69,91.75,21.75,W,0.57
TA00216,Makerere Synoptic,2019-02-08 06:00:00,82,0,87.76,295.72,25.43,SW,0.73
TA00216,Makerere Synoptic,2019-02-08 07:00:00,63,0,87.77,476.67,29,S,2.41
TA00216,Makerere Synoptic,2019-02-08 08:00:00,59,0,87.76,585.95,29.87,S,3.66
TA00216,Makerere Synoptic,2019-02-08 09:00:00,56,0,87.69,444.27,30.04,SE,3.36
TA00216,Makerere Synoptic,2019-02-08 10:00:00,58,0,87.59,470.18,29.75,SE,3.34
TA00216,Makerere Synoptic,2019-02-08 11:00:00,53,0,87.5,683.03,31.1,SE,3.63
TA00216,Makerere Synoptic,2019-02-08 12:00:00,55,0,87.41,504.53,30.51,SE,3.9
TA00216,Makerere Synoptic,2019-02-08 13:00:00,57,0,87.34,377.35,30.18,SE,3.54
TA00216,Makerere Synoptic,2019-02-08 14:00:00,58,0,87.32,209.08,29.92,SE,3.33
TA00216,Makerere Synoptic,2019-02-08 15:00:00,66,0,87.3,48.58,27.82,SE,3.33
TA00216,Makerere Synoptic,2019-02-08 16:00:00,74,0,87.37,0.8,25.31,SE,2.63
TA00216,Makerere Synoptic,2019-02-08 17:00:00,80,0,87.46,0,24.35,SE,1.9
TA00216,Makerere Synoptic,2019-02-08 18:00:00,82,0,87.52,0,23.78,SE,1.44
TA00216,Makerere Synoptic,2019-02-08 19:00:00,85,0,87.55,0,23.28,S,1.1
TA00216,Makerere Synoptic,2019-02-08 20:00:00,87,0,87.58,0,22.86,S,0.86
TA00216,Makerere Synoptic,2019-02-08 21:00:00,87,0,87.57,0,23.03,S,0.73
TA00216,Makerere Synoptic,2019-02-08 22:00:00,88,0,87.54,0,23.19,S,0.92
TA00216,Makerere Synoptic,2019-02-08 23:00:00,89,0,87.5,0,23.31,S,0.78
TA00216,Makerere Synoptic,2019-02-09 00:00:00,89,0,87.44,0,23.29,S,0.84
TA00216,Makerere Synoptic,2019-02-09 01:00:00,91,0,87.46,0,22.89,SE,0.64
TA00216,Makerere Synoptic,2019-02-09 02:00:00,94,0,87.5,0,22.64,S,0.6
TA00216,Makerere Synoptic,2019-02-09 03:00:00,95,0,87.54,0.1,21.97,S,0.54
TA00216,Makerere Synoptic,2019-02-09 04:00:00,96,0,87.53,16.63,21.45,S,0.61
TA00216,Makerere Synoptic,2019-02-09 05:00:00,94,0,87.6,91.15,22.96,SW,0.5
TA00216,Makerere Synoptic,2019-02-09 06:00:00,85,0,87.66,234.05,26.07,SW,0.63
TA00216,Makerere Synoptic,2019-02-09 07:00:00,70,0,87.64,292.62,28.14,S,0.85
TA00216,Makerere Synoptic,2019-02-09 08:00:00,60,0,87.6,318.4,29.45,SE,2.81
TA00216,Makerere Synoptic,2019-02-09 09:00:00,59,0,87.53,488.59,30.82,SE,2.76
TA00216,Makerere Synoptic,2019-02-09 10:00:00,62,0,87.47,221.08,29.13,SE,2.99
TA00216,Makerere Synoptic,2019-02-09 11:00:00,59,0,87.38,514,30.11,SE,2.95
TA00216,Makerere Synoptic,2019-02-09 12:00:00,54,0,87.28,454.53,31.57,SE,3.24
TA00216,Makerere Synoptic,2019-02-09 13:00:00,58,0,87.24,347.39,31.36,SE,3.63
TA00216,Makerere Synoptic,2019-02-09 14:00:00,56,0,87.22,191.12,30.81,SE,3.71
TA00216,Makerere Synoptic,2019-02-09 15:00:00,65,0,87.23,46.95,28.71,SE,3.2
TA00216,Makerere Synoptic,2019-02-09 16:00:00,74,0,87.28,0.7,26.2,SE,2.8
TA00216,Makerere Synoptic,2019-02-09 17:00:00,78,0,87.29,0,24.72,SE,2.2
TA00216,Makerere Synoptic,2019-02-09 18:00:00,82,0,87.32,0,23.8,SE,1.75
TA00216,Makerere Synoptic,2019-02-09 19:00:00,85,0,87.38,0,23.56,S,1.33
TA00216,Makerere Synoptic,2019-02-09 20:00:00,86,0,87.44,0,23.39,E,0.66
TA00216,Makerere Synoptic,2019-02-09 21:00:00,88,0,87.47,0,22.54,SE,0.82
TA00216,Makerere Synoptic,2019-02-09 22:00:00,90,0,87.46,0,21.83,SE,0.62
TA00216,Makerere Synoptic,2019-02-09 23:00:00,91,0,87.43,0,21.87,SW,0.52
TA00216,Makerere Synoptic,2019-02-10 00:00:00,89,0,87.4,0,22.65,NE,0.76
TA00216,Makerere Synoptic,2019-02-10 01:00:00,90,0,87.43,0,22.66,NE,0.85
TA00216,Makerere Synoptic,2019-02-10 02:00:00,93,0,87.48,0,21.77,S,0.57
TA00216,Makerere Synoptic,2019-02-10 03:00:00,89,0,87.52,0.35,21.45,S,0.45
TA00216,Makerere Synoptic,2019-02-10 04:00:00,90,0,87.56,24.4,21.01,SE,0.3
TA00216,Makerere Synoptic,2019-02-10 05:00:00,82,0,87.62,110.08,22.53,SE,0.44
TA00216,Makerere Synoptic,2019-02-10 06:00:00,66,0,87.69,289.72,25.89,SE,1.72
TA00216,Makerere Synoptic,2019-02-10 07:00:00,58,0,87.69,408.2,28.09,SE,3.25
TA00216,Makerere Synoptic,2019-02-10 08:00:00,51,0,87.66,579.75,30.11,SE,3.7
TA00216,Makerere Synoptic,2019-02-10 09:00:00,48,0,87.6,701.38,31.52,SE,4.15
TA00216,Makerere Synoptic,2019-02-10 10:00:00,42,0,87.51,738.28,32.94,SE,4.23
TA00216,Makerere Synoptic,2019-02-10 11:00:00,40,0,87.41,545.53,33.37,SE,4.3
TA00216,Makerere Synoptic,2019-02-10 12:00:00,44,0,87.31,488.57,32.82,SE,4.59
TA00216,Makerere Synoptic,2019-02-10 13:00:00,50,0,87.26,342.7,31.26,SE,4.67
TA00216,Makerere Synoptic,2019-02-10 14:00:00,47,0,87.26,203.57,30.94,SE,4.32
TA00216,Makerere Synoptic,2019-02-10 15:00:00,56,0,87.3,46.53,28.8,SE,4.1
TA00216,Makerere Synoptic,2019-02-10 16:00:00,63,0,87.32,0.5,26.13,SE,3.43
TA00216,Makerere Synoptic,2019-02-10 17:00:00,68,0,87.38,0,24.8,SE,3.24
TA00216,Makerere Synoptic,2019-02-10 18:00:00,75,0,87.41,0,23.89,SE,2.86
TA00216,Makerere Synoptic,2019-02-10 19:00:00,81,0,87.45,0,23.19,SE,2.28
TA00216,Makerere Synoptic,2019-02-10 20:00:00,83,0,87.55,0,22.88,SE,1.47
TA00216,Makerere Synoptic,2019-02-10 21:00:00,81,0,87.53,0,22.79,SE,1.31
TA00216,Makerere Synoptic,2019-02-10 22:00:00,79,0,87.5,0,22.99,SE,1.9
TA00216,Makerere Synoptic,2019-02-10 23:00:00,83,0,87.49,0,22.15,SE,1.52
TA00216,Makerere Synoptic,2019-02-11 00:00:00,83,0,87.49,0,21.96,SE,1.09
TA00216,Makerere Synoptic,2019-02-11 01:00:00,76,0,87.44,0,22.05,SE,1.71
TA00216,Makerere Synoptic,2019-02-11 02:00:00,69,0,87.49,0,21.96,SE,2.51
TA00216,Makerere Synoptic,2019-02-11 03:00:00,69,0,87.54,0.5,21.71,SE,2.98
TA00216,Makerere Synoptic,2019-02-11 04:00:00,66,0,87.61,27.05,21.72,SE,2.65
TA00216,Makerere Synoptic,2019-02-11 05:00:00,65,0,87.71,62.17,22.68,SE,2.64
TA00216,Makerere Synoptic,2019-02-11 06:00:00,62,0,87.79,211.62,24.26,SE,3.06
TA00216,Makerere Synoptic,2019-02-11 07:00:00,56,0,87.81,262.67,26.57,SE,3.71
TA00216,Makerere Synoptic,2019-02-11 08:00:00,53,0,87.79,310.82,27.91,SE,3.65
TA00216,Makerere Synoptic,2019-02-11 09:00:00,53,0,87.76,365.82,28.8,SE,3.91
TA00216,Makerere Synoptic,2019-02-11 10:00:00,51,0,87.66,318.95,28.75,SE,3.83
TA00216,Makerere Synoptic,2019-02-11 11:00:00,52,0,87.56,351.2,28.76,SE,3.95
TA00216,Makerere Synoptic,2019-02-11 12:00:00,61,0,87.5,302.88,28.3,SE,4.43
TA00216,Makerere Synoptic,2019-02-11 13:00:00,67,0,87.48,201.5,27.2,SE,4.29
TA00216,Makerere Synoptic,2019-02-11 14:00:00,71,0,87.46,105.52,26.13,SE,4.07
TA00216,Makerere Synoptic,2019-02-11 15:00:00,74,0,87.45,40.95,24.98,SE,3.68
TA00216,Makerere Synoptic,2019-02-11 16:00:00,78,0,87.49,1.65,23.93,SE,3.22
TA00216,Makerere Synoptic,2019-02-11 17:00:00,83,0,87.54,0,23.14,SE,2.53
TA00216,Makerere Synoptic,2019-02-11 18:00:00,82,0,87.58,0,22.88,SE,2.21
TA00216,Makerere Synoptic,2019-02-11 19:00:00,83,0,87.62,0,22.62,SE,2.21
TA00216,Makerere Synoptic,2019-02-11 20:00:00,86,0,87.63,0,22.76,SE,2.05
TA00216,Makerere Synoptic,2019-02-11 21:00:00,86,0,87.6,0,22.36,SE,1.44
TA00216,Makerere Synoptic,2019-02-11 22:00:00,88,0,87.56,0,21.83,SE,0.99
TA00216,Makerere Synoptic,2019-02-11 23:00:00,90,0,87.51,0,21.51,S,0.57
TA00216,Makerere Synoptic,2019-02-12 00:00:00,90,0,87.47,0,21.35,S,0.51
TA00216,Makerere Synoptic,2019-02-12 01:00:00,91,0,87.48,0,20.94,S,0.47
TA00216,Makerere Synoptic,2019-02-12 02:00:00,94,0,87.51,0,20.24,SE,0.43
TA00216,Makerere Synoptic,2019-02-12 03:00:00,95,0,87.54,0,20.07,SE,0.5
TA00216,Makerere Synoptic,2019-02-12 04:00:00,95,0.02,87.56,16.6,20.31,S,0.6
TA00216,Makerere Synoptic,2019-02-12 05:00:00,93,0.02,87.62,113.37,22.19,S,0.62
TA00216,Makerere Synoptic,2019-02-12 06:00:00,80,0,87.68,269.68,26.51,S,1.26
TA00216,Makerere Synoptic,2019-02-12 07:00:00,69,0,87.66,333.48,28.31,S,2.23
TA00216,Makerere Synoptic,2019-02-12 08:00:00,64,0,87.63,392.88,28.99,SE,3.53
TA00216,Makerere Synoptic,2019-02-12 09:00:00,64,0,87.57,384.38,29.25,SE,3.42
TA00216,Makerere Synoptic,2019-02-12 10:00:00,63,0,87.51,495.5,29.64,SE,3.71
TA00216,Makerere Synoptic,2019-02-12 11:00:00,59,0,87.42,611,30.26,SE,3.65
TA00216,Makerere Synoptic,2019-02-12 12:00:00,59,0,87.35,449.93,30.26,SE,3.78
TA00216,Makerere Synoptic,2019-02-12 13:00:00,57,0,87.31,359.6,30.17,SE,3.69
